Paper_ID,DOI,Role,Figure_number,PDF_page,Figure_types,Caption_excerpt,Caption_word_count,Source_status,Panel_count_estimated,Column_span,Text_density
P061,10.1109/tits.2024.3524562,A,8,9,UNCLASSIFIED,Average rewards of four algorithms when the number of UA Vs,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P061,10.1109/tits.2024.3524562,A,9,10,UNCLASSIFIED,Encirclement success rates of four approaches when the number of,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P061,10.1109/tits.2024.3524562,A,10,10,UNCLASSIFIED,Encirclement success rates of four approaches with different numbers,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P061,10.1109/tits.2024.3524562,A,11,10,UNCLASSIFIED,Encirclement time of the four approaches when the number of UA Vs,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P061,10.1109/tits.2024.3524562,A,12,11,UNCLASSIFIED,Encirclement time of the four approaches when the radius of the,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P061,10.1109/tits.2024.3524562,A,13,11,UNCLASSIFIED,shows the encirclement energy consumption of the,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P061,10.1109/tits.2024.3524562,A,14,11,UNCLASSIFIED,Encirclement energy consumption of the four approaches when the,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,1,2,MOTIVATION,The illustration of the motivation and goals of our proposed system,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,2,3,SCENARIO,"The DRL design of CoTV . Two types of agents, traffic light controllers and CA V interact with the environment according to the state information",25,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,3,4,UNCLASSIFIED,V2X communication schemes in CoTV showing how traffic light,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,4,5,UNCLASSIFIED,"The illustration of the reward of a traffic light controller rm, assuming",12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,5,5,UNCLASSIFIED,"Illustration of the CA V reward rn, assuming the maximum speed",11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,6,7,PROBLEM; SCENARIO,"The settings of traffic generation for 1 ×1 grid scenario. For example,",12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,7,7,PROBLEM; SCENARIO,The settings of traffic generation for 1 × 6 grid scenario. The same,13,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,8,7,UNCLASSIFIED,The selected six signalized intersections area in the city of Dublin (a,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,9,9,UNCLASSIFIED,Travel time distributions for four compared methods under three test,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,10,9,UNCLASSIFIED,The average travel time of CoTV under different penetration rates,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,11,10,UNCLASSIFIED,Evolution of the average episode reward for traffic light controllers,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P062,10.1109/tits.2023.3276416,A,12,11,PROBLEM; SCENARIO,The selected dense urban scenario in the city centre of Dublin.,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P063,10.1109/tits.2024.3505929,A,1,1,UNCLASSIFIED,Illustration of the proposed spatial-temporal attention multi-agent,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P063,10.1109/tits.2024.3505929,A,2,5,NETWORK_ARCHITECTURE; SCENARIO,Spatial-temporal attention based population-invariant network architecture. (a) Illustration of the interaction between the environment and the agents.,17,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P063,10.1109/tits.2024.3505929,A,3,8,UNCLASSIFIED,"Learning curves of MADDPG, MATD3, HAMA, STAAC, API–",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P063,10.1109/tits.2024.3505929,A,4,9,UNCLASSIFIED,Trajectories of the ten followers using the learned STAAC policy to flock with the leader and avoid collisions with the ten intruders. The final,24,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P063,10.1109/tits.2024.3505929,A,5,9,QUANTITATIVE_RESULT,Performance of the ten followers using the learned STAAC policy,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P063,10.1109/tits.2024.3505929,A,6,10,QUANTITATIVE_RESULT; GENERALIZATION,Bar charts of generalization performance of the five learned flocking with collision avoidance policies. (a) Average reward (Note that the vertical,21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P063,10.1109/tits.2024.3505929,A,7,11,UNCLASSIFIED,"and Table III. Intuitively, TAAC achieves the worst",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P063,10.1109/tits.2024.3505929,A,8,11,UNCLASSIFIED,presents the trajectories of the UA V fleet and the,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P063,10.1109/tits.2024.3505929,A,9,13,QUANTITATIVE_RESULT,Performance of the learned STAAC policy in the HITL simulation.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P064,10.1109/tits.2020.3039617,A,1,3,UNCLASSIFIED,System Model for Heterogeneous Unmanned Aerial,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P064,10.1109/tits.2020.3039617,A,2,8,QUANTITATIVE_RESULT,Average cumulative reward comparison between the proposed,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P064,10.1109/tits.2020.3039617,A,3,8,UNCLASSIFIED,that the proposed approach outperforms the greedy and,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P064,10.1109/tits.2020.3039617,A,4,9,QUANTITATIVE_RESULT,Average energy efﬁciency comparison between the proposed,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P064,10.1109/tits.2020.3039617,A,5,9,QUANTITATIVE_RESULT,Average bandwidth efﬁciency comparison between the pro-,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P064,10.1109/tits.2020.3039617,A,6,9,UNCLASSIFIED,illustrates the utilization of the UA V-BSs or,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P064,10.1109/tits.2020.3039617,A,7,9,QUANTITATIVE_RESULT,Average energy efﬁciency comparison between the proposed,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,1,4,PROBLEM,The schematic diagram of the motion planning and tracking problem.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,2,4,UNCLASSIFIED,The kinematic model of the autonomous vehicle.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,3,5,METHOD_FRAMEWORK,The logical structure of the hierarchical framework.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,4,10,METHOD_FRAMEWORK,The framework of the forward predictive control based on PRL agent.,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,5,11,TRAJECTORY,The global paths planned by three algorithms.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,6,11,UNCLASSIFIED,The initial global heuristic potential field.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,7,11,SCENARIO,The global planning map with sudden obstacles.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,8,12,SCENARIO,The three-dimensional maps of two real-time local potential fields.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,9,12,SCENARIO,The schematic diagram of the virtual driving environment simulation.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,10,13,UNCLASSIFIED,The tracking trajectories of four control methods.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,11,13,UNCLASSIFIED,The driving velocities of the autonomous vehicle with four control,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,12,13,UNCLASSIFIED,The steering angular speeds of the autonomous vehicle with four,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,13,13,GENERALIZATION,The trend curves of the generalized correlation coefficients for three,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,14,14,UNCLASSIFIED,The variations of the value function errors for three learning-based,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,15,14,UNCLASSIFIED,"Obviously, all three trajectories have similar trends,",7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,16,15,TRAJECTORY,The scene with obstacles suddenly appearing and the local path,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,17,15,UNCLASSIFIED,The tracking trajectories of five control methods for adaptability,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,18,16,PROBLEM; SCENARIO; REAL_WORLD,The satellite map and points cloud map of the real-world scenario.,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,19,16,PROBLEM; SCENARIO; TRAJECTORY; REAL_WORLD,The global paths of different algorithms in real-world scenario.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,20,17,PROBLEM; SCENARIO; TRAJECTORY,The scenario with external moving vehicles and the local paths,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P065,10.1109/tits.2023.3266195,A,21,17,QUANTITATIVE_RESULT; REAL_WORLD,The tracking results of different control methods in real-world,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P066,10.1109/tiv.2025.3598768,A,1,4,UNCLASSIFIED,An overview of the network model.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P066,10.1109/tiv.2025.3598768,A,2,4,UNCLASSIFIED,Control commands in a CAN message.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P066,10.1109/tiv.2025.3598768,A,3,5,UNCLASSIFIED,The kinematic bicycle model.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P066,10.1109/tiv.2025.3598768,A,4,6,METHOD_FRAMEWORK,An overview of the proposed control command utility ( CCU)-based IRS.,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P066,10.1109/tiv.2025.3598768,A,5,8,QUANTITATIVE_RESULT,Comparative performance of the Rails with respect to varying the attack probability ( Pa).,14,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P066,10.1109/tiv.2025.3598768,A,6,8,QUANTITATIVE_RESULT,Comparative performance of the Roach with respect to varying the attack probability ( Pa).,14,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,1,3,UNCLASSIFIED,"The method involves three modules: an RL module,",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,2,5,UNCLASSIFIED,Learning-based human driver behavior identification,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,3,7,UNCLASSIFIED,Training rewards per episode.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,4,8,QUANTITATIVE_RESULT,Comparison between online learning-based system,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,5,9,UNCLASSIFIED,Safety-guaranteed regions associated with two specific,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,6,9,UNCLASSIFIED,Value of the CBF candidate for CA V when the,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,7,10,PROBLEM; SCENARIO; QUANTITATIVE_RESULT,"Spacing, velocity and acceleration for vehicles in scenario 1. (a), (b), (c) are the results for safe-RL with SI. (d), (e),",21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,5,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,8,10,UNCLASSIFIED,Value of the CBF candidate for vehicle 3 when it,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,9,10,UNCLASSIFIED,Value of the CBF candidate for vehicle 4 when it,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,10,11,PROBLEM; SCENARIO; QUANTITATIVE_RESULT,"Spacing, velocity and acceleration for vehicles in scenario 2 when vehicle 4 accelerates. (a), (b), (c) are the results for",20,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,3,UNKNOWN,UNKNOWN
P067,10.1109/tiv.2024.3373512,A,11,12,PROBLEM; SCENARIO; QUANTITATIVE_RESULT,"Spacing, velocity and acceleration for vehicles in scenario 2 when vehicle 5 accelerates. (a), (b), (c) are the results for",20,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,3,UNKNOWN,UNKNOWN
P068,10.1109/tiv.2022.3214777,A,1,3,UNCLASSIFIED,"Schematics on vehicle geometrics, kinematics, and the concept of cusp.",10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P068,10.1109/tiv.2022.3214777,A,2,5,TRAJECTORY,Flowchart of the proposed trajectory planner.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P068,10.1109/tiv.2022.3214777,A,3,5,TRAJECTORY,Schematics on how GHA treats forward and backward path segments,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P068,10.1109/tiv.2022.3214777,A,4,8,QUANTITATIVE_RESULT,Comparisons among the proposed planner and its variants. Methods,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P068,10.1109/tiv.2022.3214777,A,5,8,UNCLASSIFIED,Optimized steering angle and velocity proﬁles in association with the,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P068,10.1109/tiv.2022.3214777,A,6,9,UNCLASSIFIED,Comparative simulation cases that how the differences among the,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P068,10.1109/tiv.2022.3214777,A,7,9,UNCLASSIFIED,An indoor workspace and a small-scale autonomous vehicle platform,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P068,10.1109/tiv.2022.3214777,A,8,9,UNCLASSIFIED,Reﬂective marking points on the surface of each obstacle and on the,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P068,10.1109/tiv.2022.3214777,A,9,8,QUANTITATIVE_RESULT,shows the closed-loop tracking performance. The dy-,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,1,3,PROBLEM,can be divided into three tractable sub-problems: (i),8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,2,3,SYSTEM_OVERVIEW,System architecture.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,3,5,UNCLASSIFIED,The nominal maneuvers of an SV in different lanes.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,4,5,TRAJECTORY,Normalized trajectory clusters of maneuver m1. (a) Normalized lateral,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,5,6,TRAJECTORY,Random trajectory clusters and STDs generated by the sampling-,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,6,6,QUANTITATIVE_RESULT,Comparison of the STD of the lateral lane-changing position predicted,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,7,7,UNCLASSIFIED,The intersection between εk · f c,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,8,8,UNCLASSIFIED,The sets Dc,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,9,8,SENSITIVITY,The safety-aware occupancy over the prediction horizon. (a) Parameter,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,10,9,UNCLASSIFIED,Example of extracting the DVs over the prediction horizon.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,11,11,PROBLEM; SCENARIO,Simulation scenario for Section VI-A and Section VI-B.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,12,11,TRAJECTORY,The cut-in trajectory of SV4.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,13,11,UNCLASSIFIED,shows that ISA-MPC is proactive because the EV,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,14,11,UNCLASSIFIED,Planned trajectories of the EV by SCMPC with different values of,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,15,12,TRAJECTORY,Global paths by ISA-MPC and deterministic MPC. (a) Global path,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,16,12,UNCLASSIFIED,The estimated distributions of dmin(εk) − ˜dmin.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,17,12,PROBLEM; SCENARIO,The highD dataset scenario for simulation in Section VI-C.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P069,10.1109/tiv.2023.3314709,A,18,13,SCENARIO,Comaprison between the ISA-MPC and the real vehicle from the,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,1,2,UNCLASSIFIED,High-level architecture of the proposed uncertainty-aware MBRL,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,2,3,SCENARIO,Schematic diagram of the sub-model of the virtual environment model.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,3,5,PROBLEM; SCENARIO,Schematic diagram of the driving scenarios. SC means surrounding,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,4,6,SCENARIO,provides multiple metrics in training the environment,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,5,7,UNCLASSIFIED,The curves of the training reward of the proposed algorithm and,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,6,7,UNCLASSIFIED,Barplots of the episode duration of the proposed strategy and baselines,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,7,8,QUANTITATIVE_RESULT,Results of the lateral velocities of the ego vehicle on the straight-line,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,8,8,ROBUSTNESS,Robustness testing of the proposed algorithm and baselines in different,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,9,8,UNCLASSIFIED,Distribution of the truncating-step value of one typical state in the,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,10,9,UNCLASSIFIED,Curves of the training reward of the proposed algorithm and ﬁx-,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P070,10.1109/tiv.2022.3185159,A,11,9,QUANTITATIVE_RESULT,Statistical results (examined by the t-test) of the training reward of the,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,1,4,METHOD_FRAMEWORK,Overview of the proposed robot-assisted ultrasound scanning system.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,2,4,UNCLASSIFIED,The structure of YOLOv3-tiny network.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,3,4,UNCLASSIFIED,Primary identity module illustration. The detection,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,4,4,UNCLASSIFIED,Overview of the improved AlphaPose network. The,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,5,4,UNCLASSIFIED,Architecture of the Spatial Transformer Network,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,6,5,UNCLASSIFIED,Architecture of the Inverse Spatial De-Transformer,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,7,5,UNCLASSIFIED,Workflow of regional positioning. The neck region,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,8,6,QUANTITATIVE_RESULT,Comparison of depth data distributions before and after,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,9,8,UNCLASSIFIED,Robot-assisted ultrasound scanning for neck.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,10,9,UNCLASSIFIED,2D Demonstration and reproducing trajectories gen-,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,11,8,UNCLASSIFIED,Fig. 10 illustrates the Gaussian process fitting of,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,12,9,UNCLASSIFIED,Robotic ultrasound scanning approach process on the,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,13,10,UNCLASSIFIED,Position and velocity trajectories of the ultrasound,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,14,10,UNCLASSIFIED,Robot-assisted ultrasound scanning under human mo-,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,15,10,UNCLASSIFIED,Online motion generation for two moving subjects.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P071,10.1109/tmech.2026.3658866,A,16,10,UNCLASSIFIED,Three-dimensional trajectories generated by the,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
